Base Case
RunNumber, numStaffA, numStaffB, dispMeth: numBasicSrv, numBasicLW, BasicSL; numPremiumSrv, numPremiumLW, PremiumSL; numType1and2Srv, numType1and2LW, Type1and2SL; numType3and4Srv, numType3and4LW, Type3and4SL; OverallSL; overtmStaffA, overtmStaffB; CostEstimate
20, 10, 13, EQUAL_PRIORITY: 2025, 2025, 0.0; 4571, 4571, 0.0; 4223, 4223, 0.0; 2373, 2373, 0.0; 0.0; 4016.8316873531876, 29320.65138147892; 7914.728768161796
21, 10, 13, EQUAL_PRIORITY: 1943, 1943, 0.0; 4609, 4609, 0.0; 4188, 4188, 0.0; 2364, 2364, 0.0; 0.0; 4697.630007842847, 31747.85713578378; 7984.500311173244
22, 10, 13, EQUAL_PRIORITY: 1949, 1949, 0.0; 4647, 4647, 0.0; 4254, 4254, 0.0; 2342, 2342, 0.0; 0.0; 4907.238299308097, 29060.47876135251; 7922.159419641347
23, 10, 13, EQUAL_PRIORITY: 2037, 2037, 0.0; 4535, 4535, 0.0; 4224, 4224, 0.0; 2348, 2348, 0.0; 0.0; 4252.425739144019, 29167.425509911787; 7914.635425669124
24, 10, 13, EQUAL_PRIORITY: 1985, 1985, 0.0; 4624, 4624, 0.0; 4311, 4311, 0.0; 2298, 2298, 0.0; 0.0; 6345.926403414749, 27019.64219728019; 7894.618700343613
25, 10, 13, EQUAL_PRIORITY: 2007, 2007, 0.0; 4592, 4592, 0.0; 4230, 4230, 0.0; 2369, 2369, 0.0; 0.0; 4883.900325945826, 27363.753398303787; 7880.39005821729
26, 10, 13, EQUAL_PRIORITY: 2051, 2051, 0.0; 4559, 4559, 0.0; 4249, 4249, 0.0; 2361, 2361, 0.0; 0.0; 4384.679476194142, 29349.556609980107; 7921.127075827519
27, 10, 13, EQUAL_PRIORITY: 2058, 2058, 0.0; 4563, 4563, 0.0; 4353, 4353, 0.0; 2268, 2268, 0.0; 0.0; 4351.088682683476, 27416.392903810527; 7873.428818336906
28, 10, 13, EQUAL_PRIORITY: 2051, 2051, 0.0; 4507, 4507, 0.0; 4248, 4248, 0.0; 2310, 2310, 0.0; 0.0; 4307.436735430456, 26607.65939374616; 7853.016303729039
29, 10, 13, EQUAL_PRIORITY: 2031, 2031, 0.0; 4598, 4598, 0.0; 4313, 4313, 0.0; 2316, 2316, 0.0; 0.0; 4493.954848925801, 30260.164401103102; 7945.041408641248
30, 10, 13, EQUAL_PRIORITY: 1994, 1994, 0.0; 4566, 4566, 0.0; 4222, 4222, 0.0; 2338, 2338, 0.0; 0.0; 5026.488332015462, 30420.572236958207; 7957.197713302196
1, 10, 14, EQUAL_PRIORITY: 2100, 2100, 0.0; 4790, 4790, 0.0; 4480, 4480, 0.0; 2410, 2410, 0.0; 0.0; 4484.014143858702, 30301.61758314696; 8314.899219434137
2, 10, 14, EQUAL_PRIORITY: 2062, 2062, 0.0; 4829, 4829, 0.0; 4502, 4502, 0.0; 2389, 2389, 0.0; 0.0; 4149.948591388675, 30787.489950714575; 8321.586756759169
3, 10, 14, EQUAL_PRIORITY: 2033, 2033, 0.0; 4760, 4760, 0.0; 4303, 4303, 0.0; 2490, 2490, 0.0; 0.0; 4280.089508741905, 32473.144995845563; 8364.738852414856
4, 10, 14, EQUAL_PRIORITY: 2070, 2070, 0.0; 4817, 4817, 0.0; 4470, 4470, 0.0; 2417, 2417, 0.0; 0.0; 4590.321847332263, 29809.448660256952; 8304.533192322127
5, 10, 14, EQUAL_PRIORITY: 2073, 2073, 0.0; 4783, 4783, 0.0; 4427, 4427, 0.0; 2429, 2429, 0.0; 0.0; 4884.625666117616, 29004.93937503248; 8289.454036723446
6, 10, 14, EQUAL_PRIORITY: 2134, 2134, 0.0; 4804, 4804, 0.0; 4504, 4504, 0.0; 2434, 2434, 0.0; 0.0; 4602.14529979699, 30579.689752066653; 8323.513724779437
7, 10, 14, EQUAL_PRIORITY: 2104, 2104, 0.0; 4800, 4800, 0.0; 4458, 4458, 0.0; 2446, 2446, 0.0; 0.0; 4678.317146993228, 29322.046299707494; 8294.000085779662
8, 10, 14, EQUAL_PRIORITY: 2050, 2050, 0.0; 4843, 4843, 0.0; 4453, 4453, 0.0; 2440, 2440, 0.0; 0.0; 4362.091782811069, 30381.588571999557; 8314.963998693494
9, 10, 14, EQUAL_PRIORITY: 2118, 2118, 0.0; 4748, 4748, 0.0; 4437, 4437, 0.0; 2429, 2429, 0.0; 0.0; 5589.422206479736, 29868.505423283932; 8321.436726025664
10, 10, 14, EQUAL_PRIORITY: 2098, 2098, 0.0; 4762, 4762, 0.0; 4406, 4406, 0.0; 2454, 2454, 0.0; 0.0; 4311.224950872798, 30306.713171683805; 8312.349457596267
11, 10, 14, EQUAL_PRIORITY: 2070, 2070, 0.0; 4793, 4793, 0.0; 4433, 4433, 0.0; 2430, 2430, 0.0; 0.0; 4194.4016267075785, 29602.577801063642; 8293.357221510718
12, 10, 14, EQUAL_PRIORITY: 2078, 2078, 0.0; 4849, 4849, 0.0; 4523, 4523, 0.0; 2404, 2404, 0.0; 0.0; 4855.172361852179, 28596.902210118584; 8279.040161918463
13, 10, 14, EQUAL_PRIORITY: 2043, 2043, 0.0; 4801, 4801, 0.0; 4416, 4416, 0.0; 2428, 2428, 0.0; 0.0; 4065.5202478719293, 28138.325832987684; 8255.627908093551
14, 10, 14, EQUAL_PRIORITY: 2097, 2097, 0.0; 4783, 4783, 0.0; 4425, 4425, 0.0; 2455, 2455, 0.0; 0.0; 4573.197085375708, 33393.006220798954; 8391.724035281266
15, 10, 14, EQUAL_PRIORITY: 2084, 2084, 0.0; 4836, 4836, 0.0; 4540, 4540, 0.0; 2380, 2380, 0.0; 0.0; 4749.860713525937, 28646.20233176551; 8278.613496520275
16, 10, 14, EQUAL_PRIORITY: 2082, 2082, 0.0; 4790, 4790, 0.0; 4447, 4447, 0.0; 2425, 2425, 0.0; 0.0; 4799.45481627289, 31364.433977758774; 8345.718820423335
17, 10, 14, EQUAL_PRIORITY: 2143, 2143, 0.0; 4788, 4788, 0.0; 4499, 4499, 0.0; 2432, 2432, 0.0; 0.0; 4736.029279950759, 28671.442100145927; 8279.01540915756
18, 10, 14, EQUAL_PRIORITY: 1993, 1993, 0.0; 4873, 4873, 0.0; 4405, 4405, 0.0; 2461, 2461, 0.0; 0.0; 4522.649650029649, 30825.55236146858; 8328.283653405346
19, 10, 14, EQUAL_PRIORITY: 2049, 2049, 0.0; 4811, 4811, 0.0; 4415, 4415, 0.0; 2445, 2445, 0.0; 0.0; 4080.8802922025643, 31309.128794476434; 8333.248314387381
20, 10, 14, EQUAL_PRIORITY: 2099, 2099, 0.0; 4750, 4750, 0.0; 4386, 4386, 0.0; 2463, 2463, 0.0; 0.0; 4953.075469454634, 28232.393341578427; 8271.659576911034
21, 10, 14, EQUAL_PRIORITY: 2007, 2007, 0.0; 4813, 4813, 0.0; 4339, 4339, 0.0; 2481, 2481, 0.0; 0.0; 4308.232811750393, 31174.324111680893; 8333.476989097873
22, 10, 14, EQUAL_PRIORITY: 2010, 2010, 0.0; 4849, 4849, 0.0; 4427, 4427, 0.0; 2432, 2432, 0.0; 0.0; 4312.904858293492, 30344.463956398293; 8313.296755076168
23, 10, 14, EQUAL_PRIORITY: 2111, 2111, 0.0; 4747, 4747, 0.0; 4424, 4424, 0.0; 2434, 2434, 0.0; 0.0; 4659.4958661159035, 27563.274888377462; 8250.786406513387
24, 10, 14, EQUAL_PRIORITY: 2080, 2080, 0.0; 4869, 4869, 0.0; 4535, 4535, 0.0; 2414, 2414, 0.0; 0.0; 4629.224430551709, 31982.011782987465; 8358.156141843352
25, 10, 14, EQUAL_PRIORITY: 2096, 2096, 0.0; 4782, 4782, 0.0; 4427, 4427, 0.0; 2451, 2451, 0.0; 0.0; 4509.736773948069, 29967.11575317233; 8307.133870239712
26, 10, 14, EQUAL_PRIORITY: 2174, 2174, 0.0; 4755, 4755, 0.0; 4465, 4465, 0.0; 2464, 2464, 0.0; 0.0; 5118.813093857403, 30687.473480908448; 8334.140210212821
27, 10, 14, EQUAL_PRIORITY: 2119, 2119, 0.0; 4788, 4788, 0.0; 4507, 4507, 0.0; 2400, 2400, 0.0; 0.0; 4892.306145752911, 29706.37604580038; 8306.69129623059
28, 10, 14, EQUAL_PRIORITY: 2127, 2127, 0.0; 4726, 4726, 0.0; 4419, 4419, 0.0; 2434, 2434, 0.0; 0.0; 4815.635543020791, 28362.34920493854; 8272.704072333941
29, 10, 14, EQUAL_PRIORITY: 2112, 2112, 0.0; 4812, 4812, 0.0; 4521, 4521, 0.0; 2403, 2403, 0.0; 0.0; 4068.3167469872133, 30752.346772517965; 8319.465745889824
30, 10, 14, EQUAL_PRIORITY: 2036, 2036, 0.0; 4775, 4775, 0.0; 4381, 4381, 0.0; 2430, 2430, 0.0; 0.0; 4398.096250322749, 28839.04994204866; 8277.87592269785
1, 10, 15, EQUAL_PRIORITY: 2180, 2180, 0.0; 5002, 5002, 0.0; 4668, 4668, 0.0; 2514, 2514, 0.0; 0.0; 4108.498098762342, 32508.82695839129; 8731.954080870157
2, 10, 15, EQUAL_PRIORITY: 2153, 2153, 0.0; 5036, 5036, 0.0; 4668, 4668, 0.0; 2521, 2521, 0.0; 0.0; 4707.582231876033, 33842.32777916375; 8773.769391056245
3, 10, 15, EQUAL_PRIORITY: 2121, 2121, 0.0; 4923, 4923, 0.0; 4460, 4460, 0.0; 2584, 2584, 0.0; 0.0; 4921.830988699832, 30864.46387210836; 8704.411085989666
4, 10, 15, EQUAL_PRIORITY: 2152, 2152, 0.0; 5022, 5022, 0.0; 4652, 4652, 0.0; 2522, 2522, 0.0; 0.0; 4467.825299804579, 30891.44818762377; 8698.043353266365
5, 10, 15, EQUAL_PRIORITY: 2167, 2167, 0.0; 5019, 5019, 0.0; 4638, 4638, 0.0; 2548, 2548, 0.0; 0.0; 4729.140825360722, 34202.30058482289; 8782.888086569712
6, 10, 15, EQUAL_PRIORITY: 2212, 2212, 0.0; 4967, 4967, 0.0; 4658, 4658, 0.0; 2521, 2521, 0.0; 0.0; 5993.855126789989, 32066.012607272147; 8750.325446544462
7, 10, 15, EQUAL_PRIORITY: 2202, 2202, 0.0; 4990, 4990, 0.0; 4628, 4628, 0.0; 2564, 2564, 0.0; 0.0; 4307.039193502031, 30487.72028487362; 8685.702113518375
8, 10, 15, EQUAL_PRIORITY: 2128, 2128, 0.0; 5063, 5063, 0.0; 4664, 4664, 0.0; 2527, 2527, 0.0; 0.0; 4726.559169311193, 31076.512254049172; 8706.564012391731
9, 10, 15, EQUAL_PRIORITY: 2216, 2216, 0.0; 4928, 4928, 0.0; 4589, 4589, 0.0; 2555, 2555, 0.0; 0.0; 4733.9845950834715, 32355.12106992594; 8737.883073416151
10, 10, 15, EQUAL_PRIORITY: 2186, 2186, 0.0; 4965, 4965, 0.0; 4576, 4576, 0.0; 2575, 2575, 0.0; 0.0; 4664.414684758041, 32258.790268865923; 8734.455465968578
11, 10, 15, EQUAL_PRIORITY: 2174, 2174, 0.0; 5007, 5007, 0.0; 4622, 4622, 0.0; 2559, 2559, 0.0; 0.0; 4716.379709321278, 32114.178120872763; 8731.73046154651
12, 10, 15, EQUAL_PRIORITY: 2152, 2152, 0.0; 5070, 5070, 0.0; 4691, 4691, 0.0; 2531, 2531, 0.0; 0.0; 4622.409599739913, 33256.37487879122; 8758.15120215695
13, 10, 15, EQUAL_PRIORITY: 2176, 2176, 0.0; 5034, 5034, 0.0; 4654, 4654, 0.0; 2556, 2556, 0.0; 0.0; 4815.619089522414, 34105.53614691227; 8781.864927589873
14, 10, 15, EQUAL_PRIORITY: 2161, 2161, 0.0; 4967, 4967, 0.0; 4569, 4569, 0.0; 2559, 2559, 0.0; 0.0; 4895.765544512324, 31247.76328610067; 8713.36202314729
15, 10, 15, EQUAL_PRIORITY: 2166, 2166, 0.0; 5014, 5014, 0.0; 4696, 4696, 0.0; 2484, 2484, 0.0; 0.0; 4428.878125424642, 29298.719604509213; 8658.570437527333
16, 10, 15, EQUAL_PRIORITY: 2193, 2193, 0.0; 4967, 4967, 0.0; 4644, 4644, 0.0; 2516, 2516, 0.0; 0.0; 4385.877177432689, 32090.750251355785; 8726.043789832642
17, 10, 15, EQUAL_PRIORITY: 2233, 2233, 0.0; 5013, 5013, 0.0; 4701, 4701, 0.0; 2545, 2545, 0.0; 0.0; 4520.495993545686, 33077.76208367912; 8752.21496503752
18, 10, 15, EQUAL_PRIORITY: 2068, 2068, 0.0; 5080, 5080, 0.0; 4590, 4590, 0.0; 2558, 2558, 0.0; 0.0; 4726.486680723319, 31206.795106049147; 8709.74241252787
19, 10, 15, EQUAL_PRIORITY: 2119, 2119, 0.0; 4989, 4989, 0.0; 4560, 4560, 0.0; 2548, 2548, 0.0; 0.0; 4359.629352328266, 30226.810390568033; 8680.14856498442
20, 10, 15, EQUAL_PRIORITY: 2179, 2179, 0.0; 4958, 4958, 0.0; 4571, 4571, 0.0; 2566, 2566, 0.0; 0.0; 4849.930949447327, 31315.824169345666; 8714.313687874288
21, 10, 15, EQUAL_PRIORITY: 2089, 2089, 0.0; 5045, 5045, 0.0; 4546, 4546, 0.0; 2588, 2588, 0.0; 0.0; 6329.035695551225, 34303.67720546413; 8810.12243661212
22, 10, 15, EQUAL_PRIORITY: 2088, 2088, 0.0; 5067, 5067, 0.0; 4605, 4605, 0.0; 2550, 2550, 0.0; 0.0; 4399.9295349341555, 32900.32214946652; 8746.018676212152
23, 10, 15, EQUAL_PRIORITY: 2196, 2196, 0.0; 4956, 4956, 0.0; 4627, 4627, 0.0; 2525, 2525, 0.0; 0.0; 4691.762901164315, 30675.41181571262; 8696.236738020529
24, 10, 15, EQUAL_PRIORITY: 2171, 2171, 0.0; 5057, 5057, 0.0; 4710, 4710, 0.0; 2518, 2518, 0.0; 0.0; 4846.651583258761, 32231.491836021785; 8736.609587167632
25, 10, 15, EQUAL_PRIORITY: 2174, 2174, 0.0; 4997, 4997, 0.0; 4610, 4610, 0.0; 2561, 2561, 0.0; 0.0; 4558.467830990674, 33368.50516273045; 8759.898140046254
26, 10, 15, EQUAL_PRIORITY: 2289, 2289, 0.0; 4917, 4917, 0.0; 4640, 4640, 0.0; 2566, 2566, 0.0; 0.0; 4398.544678904378, 32942.49062025889; 8747.02635540603
27, 10, 15, EQUAL_PRIORITY: 2225, 2225, 0.0; 5042, 5042, 0.0; 4755, 4755, 0.0; 2512, 2512, 0.0; 0.0; 5022.662126523341, 34183.64508462927; 8786.975395094885
28, 10, 15, EQUAL_PRIORITY: 2188, 2188, 0.0; 4938, 4938, 0.0; 4575, 4575, 0.0; 2551, 2551, 0.0; 0.0; 4751.041278422592, 32174.427559111457; 8733.737263787236
29, 10, 15, EQUAL_PRIORITY: 2212, 2212, 0.0; 5016, 5016, 0.0; 4719, 4719, 0.0; 2509, 2509, 0.0; 0.0; 4344.308206319503, 31694.462669515182; 8715.72915643716
30, 10, 15, EQUAL_PRIORITY: 2106, 2106, 0.0; 5005, 5005, 0.0; 4566, 4566, 0.0; 2545, 2545, 0.0; 0.0; 4260.626911200758, 31994.856547574323; 8721.76512984629
1, 10, 16, EQUAL_PRIORITY: 2289, 2239, 0.021843599825251192; 5184, 5184, 0.0; 4868, 4821, 0.00965488907148726; 2605, 2602, 0.001151631477927073; 0.006690753378830405; 4353.170687360354, 32849.84656148727; 9113.063182674017
2, 10, 16, EQUAL_PRIORITY: 2244, 2244, 0.0; 5216, 5216, 0.0; 4851, 4851, 0.0; 2609, 2609, 0.0; 0.0; 5008.870727241505, 33549.797834670026; 9140.293065553422
3, 10, 16, EQUAL_PRIORITY: 2221, 2221, 0.0; 5128, 5128, 0.0; 4654, 4654, 0.0; 2695, 2695, 0.0; 0.0; 4838.696489812442, 34264.53706095478; 9155.102457282303
4, 10, 16, EQUAL_PRIORITY: 2226, 2226, 0.0; 5263, 5263, 0.0; 4860, 4860, 0.0; 2629, 2629, 0.0; 0.0; 4821.062335907351, 33374.85626947423; 9133.117099870258
5, 10, 16, EQUAL_PRIORITY: 2236, 2236, 0.0; 5213, 5213, 0.0; 4801, 4801, 0.0; 2648, 2648, 0.0; 0.0; 4741.016889181934, 33014.099812623375; 9123.074125854933
6, 10, 16, EQUAL_PRIORITY: 2270, 2270, 0.0; 5170, 5170, 0.0; 4810, 4810, 0.0; 2630, 2630, 0.0; 0.0; 4227.5050298488495, 33055.898917839964; 9116.147015718754
7, 10, 16, EQUAL_PRIORITY: 2302, 2284, 0.007819287576020906; 5187, 5187, 0.0; 4808, 4794, 0.002911813643926786; 2681, 2677, 0.0014919806042521522; 0.002403525170249665; 4315.182961948871, 33764.52815779182; 9134.797863976271
8, 10, 16, EQUAL_PRIORITY: 2222, 2222, 0.0; 5297, 5297, 0.0; 4896, 4896, 0.0; 2623, 2623, 0.0; 0.0; 4624.258324952723, 34113.956193905295; 9148.108881189813
9, 10, 16, EQUAL_PRIORITY: 2315, 2315, 0.0; 5143, 5143, 0.0; 4789, 4789, 0.0; 2669, 2669, 0.0; 0.0; 4406.3140963090555, 35383.68810171212; 9175.723439687043
10, 10, 16, EQUAL_PRIORITY: 2283, 2283, 0.0; 5171, 5171, 0.0; 4753, 4753, 0.0; 2701, 2701, 0.0; 0.0; 5055.149323730046, 34414.75048486264; 9162.118245414495
11, 10, 16, EQUAL_PRIORITY: 2275, 2275, 0.0; 5193, 5193, 0.0; 4818, 4818, 0.0; 2650, 2650, 0.0; 0.0; 4411.70686660576, 32952.229499166104; 9116.467730950928
12, 10, 16, EQUAL_PRIORITY: 2240, 2240, 0.0; 5258, 5258, 0.0; 4871, 4871, 0.0; 2627, 2627, 0.0; 0.0; 4119.100004665845, 33909.3233931874; 9135.296940024997
13, 10, 16, EQUAL_PRIORITY: 2272, 2272, 0.0; 5190, 5190, 0.0; 4804, 4804, 0.0; 2658, 2658, 0.0; 0.0; 4557.6664839385485, 32934.00392944971; 9118.281839101095
14, 10, 16, EQUAL_PRIORITY: 2263, 2263, 0.0; 5184, 5184, 0.0; 4765, 4765, 0.0; 2682, 2682, 0.0; 0.0; 4412.366363749403, 34678.40198652519; 9158.60476601489
15, 10, 16, EQUAL_PRIORITY: 2270, 2270, 0.0; 5266, 5266, 0.0; 4939, 4939, 0.0; 2597, 2597, 0.0; 0.0; 5163.592587091902, 32802.524581771155; 9124.450544712505
16, 10, 16, EQUAL_PRIORITY: 2267, 2151, 0.05116894574327302; 5180, 5180, 0.0; 4843, 4743, 0.020648358455502835; 2604, 2588, 0.006144393241167445; 0.015576742312340519; 4477.798183168736, 34004.41309268332; 9143.168862834764
17, 10, 16, EQUAL_PRIORITY: 2282, 2193, 0.03900087642418926; 5223, 5223, 0.0; 4849, 4776, 0.015054650443390383; 2656, 2640, 0.0060240963855421326; 0.011858760826115922; 4749.3321501094615, 33011.4441784206; 9123.138004296483
18, 10, 16, EQUAL_PRIORITY: 2162, 2155, 0.00323774283071232; 5295, 5295, 0.0; 4790, 4784, 0.0012526096033402823; 2667, 2666, 3.7495313085866844E-4; 9.387153010593785E-4; 3950.2845765730744, 35329.925053178624; 9167.35376557811
19, 10, 16, EQUAL_PRIORITY: 2203, 2203, 0.0; 5212, 5212, 0.0; 4763, 4763, 0.0; 2652, 2652, 0.0; 0.0; 5223.060721600006, 33810.149317579315; 9149.961726656162
20, 10, 16, EQUAL_PRIORITY: 2260, 2163, 0.042920353982300874; 5181, 5181, 0.0; 4772, 4694, 0.01634534786253139; 2669, 2650, 0.007118771075309116; 0.013035882273887966; 5186.307700563659, 32526.264132430064; 9118.06001764541
21, 10, 16, EQUAL_PRIORITY: 2174, 2174, 0.0; 5248, 5248, 0.0; 4738, 4738, 0.0; 2684, 2684, 0.0; 0.0; 5063.251659998568, 35107.64398010133; 9179.153539490546
22, 10, 16, EQUAL_PRIORITY: 2154, 2154, 0.0; 5225, 5225, 0.0; 4726, 4726, 0.0; 2653, 2653, 0.0; 0.0; 4359.037650973027, 33731.48206166961; 9134.670085389138
23, 10, 16, EQUAL_PRIORITY: 2263, 2263, 0.0; 5196, 5196, 0.0; 4817, 4817, 0.0; 2642, 2642, 0.0; 0.0; 4726.786713226975, 31386.558490320123; 9083.134138480373
24, 10, 16, EQUAL_PRIORITY: 2269, 2251, 0.007933010136624064; 5225, 5225, 0.0; 4878, 4863, 0.0030750307503074614; 2616, 2613, 0.0011467889908256534; 0.0024019215372297342; 4798.257861632155, 33761.02153209057; 9142.188444772708
25, 10, 16, EQUAL_PRIORITY: 2260, 2260, 0.0; 5185, 5185, 0.0; 4802, 4802, 0.0; 2643, 2643, 0.0; 0.0; 4900.661965988489, 33484.98231556876; 9137.036598841678
26, 10, 16, EQUAL_PRIORITY: 2330, 2330, 0.0; 5105, 5105, 0.0; 4777, 4777, 0.0; 2658, 2658, 0.0; 0.0; 4499.977016342615, 31994.77018067331; 9094.467249900306
27, 10, 16, EQUAL_PRIORITY: 2274, 2274, 0.0; 5228, 5228, 0.0; 4901, 4901, 0.0; 2601, 2601, 0.0; 0.0; 4709.35349180433, 32247.498222505223; 9103.87536780335
28, 10, 16, EQUAL_PRIORITY: 2264, 2264, 0.0; 5126, 5126, 0.0; 4735, 4735, 0.0; 2655, 2655, 0.0; 0.0; 4980.167382012063, 33261.28650299438; 9132.807796758978
29, 10, 16, EQUAL_PRIORITY: 2276, 2276, 0.0; 5183, 5183, 0.0; 4832, 4832, 0.0; 2627, 2627, 0.0; 0.0; 4448.44061138379, 32677.0956212249; 9110.321652598928
30, 10, 16, EQUAL_PRIORITY: 2190, 2189, 4.566210045662267E-4; 5217, 5217, 0.0; 4760, 4759, 2.1008403361344463E-4; 2647, 2647, 0.0; 1.350074254083955E-4; 4450.048980974345, 34104.40268321516; 9145.179633045926
1, 10, 17, EQUAL_PRIORITY: 2377, 2, 0.9991586032814472; 5395, 4194, 0.222613531047266; 5054, 2377, 0.5296794618124259; 2718, 1819, 0.33075791022810885; 0.46011322696860524; 4955.09642963564, 36610.74653703616; 9583.162568564887
2, 10, 17, EQUAL_PRIORITY: 2337, 72, 0.9691912708600771; 5424, 5424, 0.0; 5036, 3208, 0.36298649722001586; 2725, 2288, 0.16036697247706422; 0.29184383455740237; 4844.681805866465, 36384.66342468302; 9575.936266288412
3, 10, 17, EQUAL_PRIORITY: 2312, 1767, 0.23572664359861595; 5321, 5321, 0.0; 4832, 4387, 0.0920943708609272; 2801, 2701, 0.035701535166012155; 0.07140049783833358; 4620.400436504118, 35483.88494672862; 9550.481960812489
4, 10, 17, EQUAL_PRIORITY: 2302, 634, 0.7245873153779323; 5429, 5429, 0.0; 5014, 3691, 0.26386118867171915; 2717, 2372, 0.12697828487302176; 0.21575475358944507; 5612.35642620275, 34566.01749841073; 9543.433324116733
5, 10, 17, EQUAL_PRIORITY: 2316, 897, 0.6126943005181347; 5392, 5392, 0.0; 4938, 3809, 0.22863507492912105; 2770, 2480, 0.10469314079422387; 0.18409444732745195; 4444.377254973748, 35315.06695623245; 9543.6378296636
6, 10, 17, EQUAL_PRIORITY: 2382, 2346, 0.015113350125944613; 5378, 5378, 0.0; 4994, 4968, 0.005206247496996386; 2766, 2756, 0.003615328994938549; 0.004639175257731942; 4785.988573260096, 36437.05725321843; 9576.306577551619
7, 10, 17, EQUAL_PRIORITY: 2382, 0, 1.0; 5355, 4112, 0.2321195144724556; 4984, 2293, 0.5399277688603532; 2753, 1819, 0.33926625499455143; 0.46852785317306445; 4586.6061217993265, 33883.92429209656; 9510.912294727823
8, 10, 17, EQUAL_PRIORITY: 2278, 628, 0.7243195785776997; 5499, 5499, 0.0; 5071, 3748, 0.26089528692565567; 2706, 2379, 0.12084257206208426; 0.21216407355021216; 4721.177329252183, 32593.279633801314; 9481.497068777626
9, 10, 17, EQUAL_PRIORITY: 2429, 1090, 0.5512556607657473; 5335, 5335, 0.0; 5009, 3946, 0.21221800758634457; 2755, 2479, 0.10018148820326678; 0.17246264811952605; 4391.9397685367585, 37562.29648469953; 9597.669398722997
10, 10, 17, EQUAL_PRIORITY: 2362, 1130, 0.5215918712955123; 5353, 5353, 0.0; 4911, 3908, 0.20423538994094892; 2804, 2575, 0.08166904422253918; 0.15968891769280624; 4163.934844450341, 34963.15058399462; 9530.709214225886
11, 10, 17, EQUAL_PRIORITY: 2345, 2067, 0.11855010660980814; 5432, 5432, 0.0; 5006, 4776, 0.04594486616060722; 2771, 2723, 0.017322266329844793; 0.03574643178603576; 4281.45762135493, 35770.99545146928; 9552.243280753255
12, 10, 17, EQUAL_PRIORITY: 2352, 0, 1.0; 5426, 5229, 0.03630667158127532; 5054, 3017, 0.4030470914127424; 2724, 2212, 0.1879588839941263; 0.3277192080226279; 5409.761999077469, 33752.225106273574; 9520.437524603114
13, 10, 17, EQUAL_PRIORITY: 2345, 744, 0.68272921108742; 5395, 5395, 0.0; 4994, 3711, 0.2569082899479376; 2746, 2428, 0.11580480699198836; 0.20684754521963822; 4678.78823751054, 34589.64621119342; 9529.561898115599
14, 10, 17, EQUAL_PRIORITY: 2363, 1862, 0.2120186203977994; 5386, 5386, 0.0; 4970, 4566, 0.08128772635814885; 2779, 2682, 0.03490464195753873; 0.06465350367789391; 4802.775215282061, 37173.7162613469; 9594.544358519379
15, 10, 17, EQUAL_PRIORITY: 2330, 1823, 0.21759656652360515; 5465, 5465, 0.0; 5108, 4689, 0.08202819107282688; 2687, 2599, 0.032750279121697035; 0.06504169339320076; 4641.955445765285, 33502.292568305886; 9502.455260053834
16, 10, 17, EQUAL_PRIORITY: 2365, 0, 1.0; 5397, 4534, 0.1599036501760237; 5058, 2595, 0.4869513641755635; 2704, 1939, 0.2829142011834319; 0.41587219788714247; 4710.331387088372, 37124.437693944215; 9591.911048521435
17, 10, 17, EQUAL_PRIORITY: 2368, 276, 0.8834459459459459; 5433, 5312, 0.02227130498803609; 5061, 3316, 0.344793519067378; 2740, 2272, 0.1708029197080292; 0.28368157928470705; 4445.666542072722, 35098.31880433754; 9538.36809587603
18, 10, 17, EQUAL_PRIORITY: 2244, 5, 0.9977718360071302; 5516, 5421, 0.017222625090645427; 5002, 3151, 0.3700519792083167; 2758, 2275, 0.17512690355329952; 0.3007731958762887; 4322.51684095907, 36848.37256084371; 9579.171852892576
19, 10, 17, EQUAL_PRIORITY: 2278, 598, 0.7374890254609306; 5367, 5367, 0.0; 4891, 3544, 0.2754038029032918; 2754, 2421, 0.12091503267973858; 0.21975147155003272; 3682.349489759421, 33572.81948484211; 9489.325408102542
20, 10, 17, EQUAL_PRIORITY: 2341, 0, 1.0; 5376, 5105, 0.050409226190476164; 4926, 2871, 0.41717417783191235; 2791, 2234, 0.19957004657828736; 0.33847350006479204; 4328.137108574694, 34792.65587306513; 9529.08955691584
21, 10, 17, EQUAL_PRIORITY: 2259, 810, 0.6414342629482072; 5424, 5424, 0.0; 4889, 3706, 0.24197177336878706; 2794, 2528, 0.09520400858983535; 0.18859820382663017; 4280.790710706424, 35043.18102248246; 9534.470821666755
22, 10, 17, EQUAL_PRIORITY: 2250, 1440, 0.36; 5454, 5454, 0.0; 4923, 4249, 0.13690838919358117; 2781, 2645, 0.048903272204243065; 0.10514018691588789; 4272.398017862957, 37506.02833946726; 9594.446137132496
23, 10, 17, EQUAL_PRIORITY: 2352, 796, 0.6615646258503401; 5429, 5429, 0.0; 5024, 3796, 0.24442675159235672; 2757, 2429, 0.11896989481320275; 0.1999742963629354; 5089.655162618888, 35836.56712057922; 9566.35136081657
24, 10, 17, EQUAL_PRIORITY: 2346, 101, 0.9569479965899403; 5426, 4169, 0.23166236638407667; 5060, 2470, 0.5118577075098814; 2712, 1800, 0.33628318584070793; 0.450591868244982; 4646.615345617422, 36003.505040438875; 9563.568872407172
